target,bss_gbm,bss_additive_float,bss_quantized_int8
precip_6h,0.3969101584235377,0.337744675452745,0.33721238336500314
precip_12h,0.3370371441007216,0.25167985152568695,0.25156986401386816
precip_24h,0.2781379772127288,0.17322627898461906,0.17253763589941562
windup_6h,0.3869892635609534,0.2746707529387914,0.27431089705579825
windup_12h,0.4164752075725545,0.2927059932162952,0.29249484378843216
windup_24h,0.3664291558743915,0.27226309805302773,0.2719508301994432
pfall_6h,0.4928425759608711,0.20907960129013148,0.20927295442677918
pfall_12h,0.41575896925873523,0.1511660563390801,0.1514733865647997
pfall_24h,0.2629192924984163,0.07388102249787365,0.07430148525742952
