cell,target,model,brier,bss,auc,n,bss_lo,bss_hi,heidke,peirce
A_trainstation_testyears,precip_6h,climatology,0.1830276534728568,0.0,0.6602084763581298,3509914,,,,
A_trainstation_testyears,precip_6h,persistence,0.16387239117539631,0.10465774943839967,0.7154336401783433,3509914,,,,
A_trainstation_testyears,precip_6h,zambretti_cal,0.19362128225364392,-0.05801345689890147,0.5671347708346803,3499315,-0.0603379454876236,-0.05591669717522416,,
A_trainstation_testyears,precip_6h,sager_cal,0.14608149528621933,0.20857938619909788,0.7677659315114228,3328907,0.2063673017516246,0.21082397169845393,,
A_trainstation_testyears,precip_6h,logreg,0.12449874235216501,0.31978179258781614,0.8337338467071062,3509914,0.3177315322053167,0.32195272514641254,,
A_trainstation_testyears,precip_6h,sager_faithful,0.30747509618021773,-0.665797087239941,0.677270531777943,3328907,,,,
A_trainstation_testyears,precip_12h,climatology,0.21447850870578158,0.0,0.6634250387944782,3510655,,,,
A_trainstation_testyears,precip_12h,persistence,0.25280666998038825,-0.17870397134840532,0.6622092043385831,3510655,,,,
A_trainstation_testyears,precip_12h,zambretti_cal,0.22846438979689446,-0.0653276122880575,0.5738592376721176,3500119,-0.06799930945358783,-0.06295907225017901,,
A_trainstation_testyears,precip_12h,sager_cal,0.18793265981567292,0.12821023288487043,0.7266238895445823,3329849,0.12587624675552733,0.13060115177315315,,
A_trainstation_testyears,precip_12h,logreg,0.16552633635828728,0.22823812345061645,0.7934655867458497,3510655,0.22599253546767975,0.2303964158703782,,
A_trainstation_testyears,precip_12h,sager_faithful,0.3263577417474486,-0.5139217417200639,0.6541820143860203,3329849,,,,
A_trainstation_testyears,precip_24h,climatology,0.22769163019584224,0.0,0.6737019319989156,3507943,,,,
A_trainstation_testyears,precip_24h,persistence,0.3765200859877142,-0.653640433176492,0.62364473620855,3507943,,,,
A_trainstation_testyears,precip_24h,zambretti_cal,0.24600443271157038,-0.0803928836465404,0.5757830103932006,3497603,-0.08345731025088753,-0.07749311315014928,,
A_trainstation_testyears,precip_24h,sager_cal,0.2167164723438474,0.049718572828830965,0.6917697641620125,3327636,0.04693110661034164,0.052602442421486144,,
A_trainstation_testyears,precip_24h,logreg,0.19499631609720938,0.14359471215745145,0.7613197517420088,3507943,0.14120438471428298,0.14633778211546178,,
A_trainstation_testyears,precip_24h,sager_faithful,0.36811297870319953,-0.6141409232948776,0.6325853633765113,3327636,,,,
A_trainstation_testyears,windup_6h,climatology,0.1866412322844344,0.0,0.5771346710648976,3477936,,,,
A_trainstation_testyears,windup_6h,persistence,0.2532962078658147,-0.35712888714644,0.5,3477936,,,,
A_trainstation_testyears,windup_6h,zambretti_cal,0.18775589100092238,-0.006150446763393935,0.561405685654352,3467542,-0.006504215302912159,-0.005822485099300174,,
A_trainstation_testyears,windup_6h,sager_cal,0.1815018926259984,0.017356467373774276,0.6081243669241368,3320665,0.016800323404085715,0.017933841505481964,,
A_trainstation_testyears,windup_6h,logreg,0.1297007633698624,0.30507979516442985,0.8311856608470047,3477936,0.3037201602866288,0.30632647124388407,,
A_trainstation_testyears,windup_6h,sager_faithful,0.419876440411785,-1.2731932031306106,0.4964199070026478,3320665,,,,
A_trainstation_testyears,windup_12h,climatology,0.23299742500415618,0.0,0.5742726505806137,3482719,,,,
A_trainstation_testyears,windup_12h,persistence,0.38446972035355137,-0.6501028727965266,0.5,3482719,,,,
