cell,target,model,brier,bss,auc,n,bss_lo,bss_hi,heidke,peirce
A_trainstation_testyears,pfall_12h,persistence,0.2717201148728632,-0.6081483688826128,0.6218984553130321,668217,,,,
A_trainstation_testyears,pfall_12h,zambretti_cal,0.18209324138489266,-0.07706480662197657,0.6340161974427022,665424,-0.08083494085748973,-0.07319108829940572,,
A_trainstation_testyears,pfall_12h,sager_cal,0.18796077805635344,-0.11094823611314841,0.6235152029124624,630539,-0.11638036500524279,-0.10539222613665013,,
A_trainstation_testyears,pfall_12h,logreg,0.15091752408453993,0.10680970267544354,0.7895737821241361,668217,0.10304173940199741,0.11079782751992115,,
A_trainstation_testyears,pfall_24h,climatology,0.20975713810297403,0.0,0.7168169887872754,667597,,,,
A_trainstation_testyears,pfall_24h,persistence,0.3696736204626444,-0.7623887501800493,0.5874927296855262,667597,,,,
A_trainstation_testyears,pfall_24h,zambretti_cal,0.22980321134790324,-0.09569770092444507,0.6266071526888706,664978,-0.1009197338013777,-0.09061932773314302,,
A_trainstation_testyears,pfall_24h,sager_cal,0.2337409216395081,-0.11534740326695325,0.617390311835305,630225,-0.1220740070194403,-0.10902980364355709,,
A_trainstation_testyears,pfall_24h,logreg,0.19633674211634505,0.06398064022040872,0.7555668370481532,667597,0.05935304719003576,0.06909155221159552,,
A_trainstation_testyears,cond_12h,persistence,,,,670280,,,0.27863947035728925,0.27297679905981315
A_trainstation_testyears,cond_12h,zambretti,,,,667341,,,0.06154262190325616,0.05775143966348915
A_trainstation_testyears,cond_12h,sager,,,,632314,,,0.14462478515664734,0.15676638153830177
A_trainstation_testyears,cond_24h,persistence,,,,670545,,,0.23418344566628177,0.2294405374908745
A_trainstation_testyears,cond_24h,zambretti,,,,667606,,,0.04572383831341229,0.04291291302436614
A_trainstation_testyears,cond_24h,sager,,,,632462,,,0.12037572994275213,0.13045445144210152
C_teststation_testyears,precip_6h,climatology,0.2033713114279917,0.0,0.5969365089149118,90203,,,,
C_teststation_testyears,precip_6h,persistence,0.17895191955921644,0.12007294292057269,0.7153477967981697,90203,,,,
C_teststation_testyears,precip_6h,zambretti_cal,0.2111422455415129,-0.038106428490280564,0.5249097306843191,90044,,,,
C_teststation_testyears,precip_6h,sager_cal,0.1650142977545335,0.1931562534162704,0.7416614588052031,87193,,,,
C_teststation_testyears,precip_6h,logreg,0.14023106724376216,0.31046780266540097,0.8118511749614095,90203,,,,
